,category,name,lon,lat,day,open,close
209,restaurants,The 10 Cases,-0.124330997467041,51.5145378112793,2,1020,1380
210,restaurants,Portland Café,-0.1425633,51.5199777,2,360,1080
211,restaurants,Tibits,-0.139624997973442,51.511302947998,2,540,1350
212,restaurants,Galvin La Chapelle,-0.0782929,51.5203976,2,1080,1290
213,restaurants,Goodman City,-0.0905290022492409,51.5143089294434,2,720,1350
214,restaurants,The Shed,-0.193422,51.508743,2,1080,0
215,restaurants,Brasserie Zédel,-0.135575861793962,51.5106025898049,2,690,0
216,restaurants,Oliveto,-0.150923,51.493495,2,1140,1380
217,restaurants,Burger & Lobster,-0.1322316,51.5135487,2,720,1350
218,restaurants,Masala Zone ,-0.122892676352195,51.5133574651623,2,720,1380
219,restaurants,Delhi Grill,-0.109256,51.5335540771484,2,1080,1350
220,restaurants,Pho,-0.135051995515823,51.514575958252,2,720,1380
221,restaurants,Mala,-0.07028,51.506449,2,1080,1380
222,restaurants,Casa Tua,-0.123588235886524,51.5276449011142,2,540,1350
223,restaurants,Benito's Hat,-0.13643751745084,51.519131499225,2,690,1320
224,restaurants,Koya Bar,-0.131762,51.513632,2,510,1350
225,restaurants,Caxton Grill,-0.1339889,51.4987949,2,690,1380
226,restaurants,The Cinnamon Club,-0.129634,51.497381,2,1080,1350
227,restaurants,Pho,-0.10161233121869,51.521845158056,2,1080,1320
228,restaurants,Manna,-0.1576059,51.5419069,2,1110,1350
229,restaurants,Masala Zone - Bayswater,-0.18760265712075,51.5158873871808,2,1050,1380
230,restaurants,In Parma by Food Roots,-0.135842,51.518877,2,1080,1410
231,restaurants,Bodean's,-0.0791233,51.5097548,2,540,1380
232,restaurants,Le Relais de Venise,-0.086231,51.514705,2,1080,1320
233,restaurants,Cafe Pacifico,-0.1251885,51.5132318,2,720,1425
234,restaurants,Pollen Street Social,-0.142294155464837,51.5134486407661,2,1080,1350
235,restaurants,Frontline Restaurant,-0.1724763,51.5169838,2,1050,1380
236,restaurants,Diwana Bhel Poori House,-0.13666,51.527081,2,720,1410
237,restaurants,Bodean's,-0.13676105637839,51.514481362499,2,720,1380
238,restaurants,Simpson's in the Strand,-0.120733,51.51056,2,720,1380
239,restaurants,Laughing Gravy,-0.104388336058516,51.5011315371,2,660,1380
240,restaurants,Fera at Claridge's,-0.1476371,51.5124262,2,720,1320
241,restaurants,Pizza Express,-0.13330639195462,51.515107445511,2,660,0
242,restaurants,The Rum Kitchen,-0.1387341,51.5123393,2,660,0
243,restaurants,Hutong,-0.0863956051376916,51.5042658217118,2,1080,1350
244,restaurants,Sömine,-0.0754135,51.5502038,2,360,360
245,restaurants,Fortnum and Mason: Diamond Jubilee Tea Salon,-0.138279327972609,51.5087069889729,2,720,1260
246,restaurants,Rabot 1745,-0.0899640662595528,51.5053829371106,2,480,0
247,restaurants,Talli Joe,-0.128209993243217,51.5137825012207,2,720,1410
248,restaurants,Haandi,-0.166097811955979,51.4989505199775,2,750,1380
249,restaurants,The Abingdon,-0.19607751802576,51.497629045444,2,750,1380
250,restaurants,Benares Restaurant & Bar,-0.14496481802094,51.509912100752,2,1050,1380
251,restaurants,Toff's of Muswell Hill,-0.14461961705316,51.58945970694,2,690,1380
252,restaurants,Chotto Matte,-0.1314659,51.5137171,2,720,0
253,restaurants,Cecconi's,-0.140876,51.509937,2,420,1410
254,restaurants,Benito's Hat,-0.12583341157004,51.511176885171,2,690,1320
255,restaurants,José,-0.0819549,51.5004996,2,720,1350
256,restaurants,Earl of Essex,-0.0996945,51.5339046,2,720,1410
257,restaurants,Milk Bar,-0.13126851745979,51.514162886575,2,480,1050
258,restaurants,Belgo Centraal,-0.125649969207333,51.5137833644188,2,720,1380
259,restaurants,The Gallery Café,-0.0544517132455334,51.5298488421438,2,480,1260
260,restaurants,Mother Clucker Van,-0.0732363717341444,51.5210630330169,2,720,960
261,restaurants,French House,-0.13175952435253,51.5126599026214,2,720,1380
262,restaurants,La Crêperie de Hampstead,-0.17692025446205,51.55568223459,2,780,1380
263,restaurants,Petrus,-0.1565204,51.4993674,2,720,1350
264,restaurants,Hard Rock Cafe London,-0.149002075195312,51.5037473579887,2,690,30
265,restaurants,Piebury Corner,-0.110394960320726,51.5510023870432,2,690,30
266,restaurants,All Star Lanes,-0.071842,51.521793,2,1020,1410
267,restaurants,Pham Sushi,-0.093295,51.5233,2,1020,1320
268,restaurants,Sagar,-0.2322561,51.4924981,2,720,1350
269,restaurants,The Windsor Castle,-0.198597460985184,51.505787326816,2,720,1380
270,restaurants,Ippudo London,-0.127689803558686,51.5159763055577,2,1020,1350
271,restaurants,Quilon Restaurant,-0.1374994,51.4987197,2,1080,1350
272,restaurants,Le Sacre Coeur,-0.10402800142765,51.5376815795898,2,690,1380
273,restaurants,Vanilla Black,-0.11102477345447,51.517175605475,2,1080,1320
274,restaurants,The Lanesborough,-0.152723,51.502441,2,960,1080
275,restaurants,The Princess of Shoreditch,-0.0836493,51.5254182,2,720,1380
276,restaurants,Murano,-0.147277,51.507034,2,1110,1380
277,restaurants,Mother Mash,-0.139414,51.512935,2,510,1320
278,restaurants,Rasa Sayang,-0.13154,51.511991,2,720,0
279,restaurants,Daquise,-0.1736183,51.4943231,2,720,1380
280,restaurants,Angelus Restaurant,-0.174882,51.512908,2,600,1380
281,restaurants,Asia de Cuba Restaurant,-0.126575379692895,51.5105028336088,2,1020,1380
282,restaurants,Haché,-0.1802172,51.4861854,2,720,1350
283,restaurants,TRADE - Commercial Street,-0.073803998529911,51.5174201859475,2,450,1020
284,restaurants,Burger & Lobster,-0.159817,51.501594,2,720,1350
285,restaurants,Gallipoli Bistro & Cafe,-0.1029622,51.5377136,2,660,1380
286,restaurants,Ottolenghi,-0.0771446,51.5181446,2,480,1350
287,restaurants,Franco Manca,-0.253668576478958,51.4929480888683,2,540,1380
288,restaurants,Yipin China Restaurant,-0.106626,51.537275,2,720,1380
289,restaurants,The Breakfast Club,-0.103710715876,51.5351048605,2,480,1320
290,restaurants,The Bird In Hand,-0.21544145627873,51.499761921973,2,720,1380
291,restaurants,Leon,-0.1221967,51.5100532,2,420,1320
292,restaurants,Ittenbari,-0.13724,51.51076,2,720,30
293,restaurants,L'Eto Caffe,-0.134786,51.514301,2,480,1380
294,restaurants,Chipotle Mexican Grill,-0.10366262637603,51.535510650631,2,690,1320
295,restaurants,Kikuchi,-0.13172617631368,51.516918961279,2,1080,1350
296,restaurants,Laughing Halibut,-0.133777235475182,51.4966544699782,2,690,1200
297,restaurants,Applebee's Grill + Bar,-0.090895547188616,51.505090141667,2,720,1380
298,restaurants,The Phoenix,-0.142395,51.498801,2,660,1380
299,restaurants,Burger & Lobster,-0.1013951,51.5211228,2,720,1350
300,restaurants,Christopher's,-0.119777974134674,51.5119199617267,2,720,900
301,restaurants,Egg Break,-0.198022,51.50832,2,480,1320
302,restaurants,The Queen's Arms,-0.180797918037262,51.4992491095565,2,720,1380
303,restaurants,Cafe Mama Pho,-0.0405929228705673,51.4889814685828,2,1020,1350
304,restaurants,Kati Roll Company,-0.137216,51.51522,2,660,1410
305,restaurants,SUSHISAMBA London,-0.080946,51.516179,2,690,30
306,restaurants,Swan,-0.0970920026302338,51.5079574584961,2,480,1410
307,restaurants,Chilango,-0.1053208,51.534366,2,690,1320
308,restaurants,Lantana,-0.0874923,51.5242658,2,1080,1290
309,restaurants,Eat Tokyo,-0.197729006409645,51.5080718994141,2,1080,1410
310,restaurants,Mazi,-0.1977605,51.5081215,2,1110,1350
311,restaurants,The Black Penny,-0.1216783,51.5152588,2,480,1080
312,restaurants,Amaya,-0.1572173,51.4991557,2,1080,1365
313,restaurants,The Jones Family Project,-0.0829150037047839,51.5258201511173,2,660,0
314,restaurants,Draughts,-0.0757967709020303,51.5370053432325,2,1020,1380
315,restaurants,Jamie's Italian - Covent Garden,-0.1271055,51.5125252,2,690,1350
316,restaurants,Padella,-0.0899515,51.5051451,2,720,1320
317,restaurants,Ottolenghi,-0.19941762827537,51.514890823172,2,480,1200
318,restaurants,Soho Joe,-0.132791195106506,51.5142249090856,2,720,1380
319,restaurants,The Edinboro Castle,-0.14483,51.536059,2,720,1380
320,restaurants,Barbecoa St Paul's,-0.095332,51.513346,2,690,1380
321,restaurants,The Draft House Westbridge,-0.1701164,51.4783074,2,720,1380
322,restaurants,Jumbo Eats,-0.135526,51.511425,2,450,1200
323,restaurants,Golden Union Fish Bar,-0.1376925,51.5153383,2,690,1320
324,restaurants,Barrafina,-0.121933,51.514302,2,1020,1380
325,restaurants,H T Harris,-0.1407232,51.5183508,2,420,1080
326,restaurants,NoorJahan II,-0.1715077,51.5134986,2,1080,1410
327,restaurants,The Peasant,-0.103859877687725,51.5257670339641,2,720,1380
328,restaurants,The Alchemist,-0.0793474,51.5150476,2,480,60
329,restaurants,26 Grains,-0.126531,51.51449,2,480,1290
330,restaurants,49 Cafe,-0.1251605,51.5249587,2,450,1140
331,restaurants,Phoenix Palace,-0.158978228464046,51.5224525062645,2,720,1410
332,restaurants,Le Gavroche,-0.15507069144529,51.511300562631,2,1110,1380
333,restaurants,Moro Restaurant,-0.10906549497442,51.525859880105,2,720,1350
334,restaurants,Tamarind,-0.147140606231687,51.5070768887132,2,1050,1365
335,restaurants,Bravas Tapas,-0.071242,51.507436,2,720,1350
336,restaurants,Roast,-0.0910057691819765,51.5056071178748,2,420,1350
337,restaurants,Darwin Brasserie,-0.083578996360302,51.5112915039063,2,420,1380
338,restaurants,Boundary,-0.0763511937803751,51.5244009704464,2,720,1350
339,restaurants,Ed's Easy Diner,-0.13004649654123,51.5135649611822,2,720,1410
340,restaurants,Goddards at Greenwich,-0.008856,51.481844,2,600,1140
341,restaurants,DF/Mexico,-0.0731523330745166,51.5203859689409,2,720,1350
342,restaurants,Lupita,-0.124196683992859,51.5084058547771,2,720,1380
343,restaurants,Barshu,-0.130857,51.512835,2,720,1380
344,restaurants,Great Queen Street,-0.1217126,51.5152346,2,1050,1350
345,restaurants,Hunan,-0.1526547,51.490493,2,1110,1380
346,restaurants,Rasa,-0.14595077253473,51.514322112715,2,1080,1350
347,restaurants,Bar Italia,-0.131236,51.513425,2,420,300
348,restaurants,The Red Fort,-0.132943848687773,51.5140704264099,2,1050,1410
349,restaurants,Hawksmoor,-0.136161326657445,51.5097072807539,2,1020,1350
350,restaurants,Crème de la Crêpe,-0.122995376586914,51.5120009994698,2,660,1140
351,restaurants,Alforno Restaurant,-0.2021152,51.4197771,2,1080,1380
352,restaurants,Pied à Terre,-0.1351808,51.5190877,2,1080,1380
353,restaurants,Nando's,-0.18178093508751,51.493490111935,2,690,1410
354,restaurants,Jack's at the Junction,-0.1666591,51.4640182,2,420,1020
355,restaurants,Ev Restaurant,-0.106221,51.5041,2,720,1410
356,restaurants,The Cow,-0.19526811734486,51.519244332609,2,720,1380
357,restaurants,Hubbard & Bell,-0.1223028,51.5171333,2,420,120
358,restaurants,Polo 24 Hour Bar,-0.080269,51.517821,2,360,360
359,restaurants,Taste Of Siam,-0.1397889,51.5356196,2,720,1380
360,restaurants,Taylor St Baristas,-0.0800693035125732,51.5174625387333,2,420,1020
361,restaurants,Il Posto,-0.141846001148224,51.4956817626953,2,1020,1380
362,restaurants,Wild Honey,-0.14322108014182,51.512412840745,2,720,1380
363,restaurants,Free State Coffee,-0.120940864750357,51.5182752731116,2,420,1140
364,restaurants,Reubens,-0.1566207,51.5197718,2,1050,1320
365,restaurants,Balans Soho Society,-0.195225,51.49995,2,480,0
366,restaurants,Ruby,-0.081387,51.525381,2,720,1080
367,restaurants,Cây Tre,-0.132063999772072,51.5132789611816,2,720,1380
368,restaurants,Kanada-Ya,-0.127588,51.51555,2,1020,1350
369,restaurants,Locanda Locatelli,-0.157287,51.515366,2,1140,1380
370,restaurants,The Gilbert Scott,-0.126171112060547,51.5294649409269,2,1050,1290
371,restaurants,Macellaio RC,-0.1773934,51.4926949,2,1080,1380
372,restaurants,The White Horse,-0.119655807154266,51.4529091860846,2,720,0
373,restaurants,Camino,-0.121793746948242,51.5312937277784,2,720,0
374,restaurants,The Gun,-0.00774186701236745,51.5017821676253,2,660,0
375,restaurants,Shaka Zulu,-0.146813318604642,51.541568712465,2,720,120
376,restaurants,St John Bar and Restaurant,-0.101486,51.520481,2,1080,0
377,restaurants,Indian Veg Bhelpoori House,-0.1104193,51.5332581,2,690,0
378,restaurants,Big Easy,-0.1744201,51.4852959,2,720,1380
379,restaurants,Govinda's Restaurant,-0.132808,51.515878,2,720,1260
